tick,scenario,seed,employed,at_risk,in_training,unemployed,re_employed,seats_in_use,unemployment_rate,ever_unemployed_share,avg_unemployment_time,avg_unemployment_time_exposed,avg_at_risk_time,unemployment_burden_gini_exposed,unemployment_duration_gini,consumption_gini,income_gini,avg_supportive_coworkers,peer_boost_sd,avg_liquid_assets,min_liquid_assets,avg_consumption,min_consumption,labor_income_total,transfer_income_total,training_outlays,tax_revenue,government_balance,automation_output,desired_private_investment,private_investment,total_output,capital_stock,goods_market_gap
42,tech_driven,-601365198,21,1,4,1,1,4,3.571428571428571,7.142857142857142,0.7142857142857143,10,1.2857142857142858,0.1499999999999999,0.9392857142857143,0.15842683517671796,0.16346634393473458,0.5714285714285714,0.03345019198622549,0.3902213500871741,0.16615997807836047,1.5608854003486967,0.6646399123134422,39.56086049306876,3.9100107990617956,2.4,8.180355963355154,1.8703451642933584,5.885561525570983,1.0594010746027769,0,45.446422018639744,3.2394381980318334,-0.6583691911237834
43,tech_driven,-601365198,21,0,5,0,2,5,0,7.142857142857142,0.7142857142857143,10,1.2857142857142858,0.1499999999999999,0.9392857142857143,0.15931651464021934,0.16049174339541517,0.8214285714285714,0.042050611984297784,0.3889780976566608,0.16897665739054557,1.5559123906266432,0.6759066295621827,39.4044609950957,4.1262748743959685,3,8.102844617157233,0.9765697427612645,5.611342433555599,1.0100416380400077,0,45.015803428651296,3.1391068641392184,-1.5497435088947284
44,tech_driven,-601365198,21,0,4,1,2,4,3.571428571428571,10.714285714285714,0.75,7,1.2857142857142858,0.38095238095238093,0.9336734693877551,0.1602563357327771,0.16049174339541517,0.75,0.03984593345246681,0.38872944717055813,0.1654654541025823,1.5549177886822332,0.6618618164103294,39.40446099509568,4.1262748743959685,2.4,8.097613867503155,1.5713389931071862,5.582282713255181,1.0048108883859326,0,44.986743708350865,3.041977460643696,-0.9509543747516545
45,tech_driven,-601365198,21,0,4,0,3,5,0,10.714285714285714,0.75,7,1.2857142857142858,0.38095238095238093,0.9336734693877551,0.15030028871726353,0.14965899995278797,0.9285714285714286,0.04976532227954825,0.39372236238834074,0.16476321344498968,1.574889449553363,0.6590528537799587,40.99019715825522,3.2465090553368654,3,8.189154025730645,1.9426449703937791,4.505102984692803,0.8109185372447044,0,45.495300142948025,2.947942048763066,-1.6016044445461475
46,tech_driven,-601365198,21,0,4,0,3,5,0,10.714285714285714,0.75,7,1.2857142857142858,0.38095238095238093,0.9336734693877551,0.149722709875713,0.14965899995278797,0.9285714285714286,0.04976532227954826,0.3947209454318973,0.1646227653134711,1.578883781727589,0.6584910612538847,40.99019715825522,3.2465090553368654,3,8.184760659035534,1.938251603698669,4.480695391942195,0.806525170549595,0,45.47089255019742,2.8568966786033143,-1.7378533381750785
47,tech_driven,-601365198,19,2,4,0,3,5,0,10.714285714285714,0.75,7,1.3571428571428572,0.38095238095238093,0.9336734693877551,0.1529077373609018,0.1538669232803711,0.9285714285714286,0.04976532227954826,0.3928710915041234,0.16459467568716735,1.5714843660164945,0.6583787027486698,40.7032572831473,3.2465090553368654,3,8.164734073043952,1.918225017707087,4.656376455985771,0.8381477620774387,0,45.35963373913307,2.7687412206555506,-1.641928509328764
48,tech_driven,-601365198,18,3,4,0,3,5,0,10.714285714285714,0.75,7,1.4642857142857142,0.38095238095238093,0.9336734693877551,0.15527316050632556,0.15594870924288395,0.9285714285714286,0.04976532227954825,0.3914984113448866,0.1645890577619067,1.5659936453795467,0.6583562310476267,40.56287797083181,3.2465090553368654,3,8.152547480649165,1.9060384253122997,4.729052477219109,0.8512294458994396,0,45.29193044805092,2.683379205651797,-1.5558916225763895
49,tech_driven,-601365198,17,4,4,0,3,5,0,10.714285714285714,0.75,7,1.6071428571428572,0.38095238095238093,0.9336734693877551,0.15680389430199382,0.15726998728393338,0.9285714285714286,0.04976532227954826,0.3901471265084705,0.16458793417685447,1.560588506033882,0.6583517367074183,40.41213313819219,3.2465090553368654,3,8.138125424674485,1.8916163693376191,4.799674776666056,0.8639414597998901,0,45.21180791485825,2.600717672293846,-1.484670254090453
50,tech_driven,-601365198,18,4,3,0,3,4,0,10.714285714285714,0.75,7,1.75,0.38095238095238093,0.9336734693877551,0.14580583826440052,0.14521964882944016,0.7857142857142857,0.04254316202306354,0.39608983283207444,0.16458770945984402,1.5843593313282989,0.6583508378393765,42.13686903604253,2.391588018210746,2.4,8.25730301072118,3.4657149925104354,3.7370365790751396,0.6726665842335251,0,45.87390561511767,2.520667022401736,-0.8881556620746962
51,tech_driven,-601365198,17,4,2,1,4,3,3.571428571428571,10.714285714285714,0.7857142857142857,7.333333333333333,1.8928571428571428,0.36363636363636376,0.9318181818181817,0.14360881280463933,0.14582827819228505,0.7857142857142857,0.04693235027830487,0.3981535013711214,0.16458766451644202,1.5926140054844862,0.6583506580657681,42.34169040560316,2.3092844670557593,1.7999999999999998,8.297787918457393,4.188503451401634,3.757131363604576,0.6762836454488237,0,46.09882176920774,2.4431408830583368,-0.29437038435787155
